step,laneID,WaitingTime,CO2
10,-4_1,0.0,0.0
10,9_1,0.0,0.0
10,-0_2,0.0,0.0
10,-5_2,0.0,0.0
10,-8_0,0.0,0.0
10,3_2,0.0,0.0
10,-1_0,0.0,0.0
10,4_1,0.0,0.0
10,8_0,0.0,0.0
10,-8_1,0.0,0.0
10,-8_2,0.0,4005.9508097404937
10,7_2,0.0,0.0
10,-1_1,0.0,0.0
10,-0_0,0.0,0.0
10,5_0,0.0,0.0
10,-6_0,0.0,8139.326222084851
10,-3_0,0.0,0.0
10,2_1,0.0,0.0
10,5_1,0.0,0.0
10,7_1,0.0,0.0
10,-2_0,0.0,0.0
10,5_2,0.0,0.0
10,7_0,0.0,0.0
10,-0_1,0.0,0.0
10,-7_1,0.0,0.0
10,-9_1,0.0,0.0
10,6_1,0.0,0.0
10,4_0,0.0,0.0
10,4_2,0.0,0.0
10,-9_2,0.0,0.0
10,2_0,0.0,0.0
10,-6_2,0.0,0.0
10,-2_1,0.0,0.0
10,-2_2,0.0,0.0
10,2_2,0.0,0.0
10,9_2,0.0,0.0
10,-7_2,0.0,0.0
10,6_0,0.0,0.0
10,-3_2,0.0,0.0
10,1_1,0.0,0.0
10,-4_2,0.0,0.0
10,0_1,0.0,0.0
10,-1_2,0.0,0.0
10,1_2,0.0,0.0
10,6_2,0.0,0.0
10,-7_0,0.0,0.0
10,3_1,0.0,0.0
10,3_0,0.0,0.0
10,-5_0,0.0,2624.722222222222
10,-5_1,0.0,0.0
10,-9_0,0.0,0.0
10,9_0,0.0,0.0
10,-3_1,0.0,0.0
10,0_2,0.0,0.0
10,-4_0,0.0,0.0
10,8_1,0.0,0.0
10,8_2,0.0,0.0
10,-6_1,0.0,0.0
10,0_0,0.0,3453.4932351799
10,1_0,0.0,0.0
20,-4_1,0.0,0.0
20,9_1,0.0,0.0
20,-0_2,0.0,0.0
20,-5_2,0.0,0.0
20,-8_0,0.0,0.0
20,3_2,0.0,0.0
20,-1_0,0.0,0.0
20,4_1,0.0,0.0
20,8_0,0.0,0.0
20,-8_1,0.0,0.0
20,-8_2,0.0,0.0
20,7_2,0.0,0.0
20,-1_1,0.0,0.0
20,-0_0,0.0,0.0
20,5_0,0.0,0.0
20,-6_0,0.0,0.0
20,-3_0,0.0,0.0
20,2_1,0.0,0.0
20,5_1,0.0,0.0
20,7_1,0.0,0.0
20,-2_0,0.0,0.0
20,5_2,0.0,0.0
20,7_0,0.0,0.0
20,-0_1,0.0,0.0
20,-7_1,0.0,0.0
20,-9_1,0.0,0.0
20,6_1,0.0,0.0
20,4_0,0.0,0.0
20,4_2,0.0,0.0
20,-9_2,0.0,0.0
20,2_0,0.0,0.0
20,-6_2,0.0,9104.236414007913
20,-2_1,0.0,0.0
20,-2_2,0.0,0.0
20,2_2,0.0,0.0
20,9_2,0.0,0.0
20,-7_2,0.0,8867.885947841809
20,6_0,0.0,0.0
20,-3_2,0.0,0.0
20,1_1,0.0,0.0
20,-4_2,0.0,0.0
20,0_1,0.0,0.0
20,-1_2,0.0,0.0
20,1_2,0.0,0.0
20,6_2,0.0,0.0
20,-7_0,0.0,0.0
20,3_1,0.0,3983.2625829310036
20,3_0,0.0,0.0
20,-5_0,0.0,4154.153305140273
20,-5_1,0.0,0.0
20,-9_0,0.0,4106.720361356727
20,9_0,0.0,0.0
20,-3_1,0.0,0.0
20,0_2,0.0,0.0
20,-4_0,0.0,0.0
20,8_1,0.0,0.0
20,8_2,0.0,0.0
20,-6_1,0.0,0.0
20,0_0,0.0,7237.787505484402
20,1_0,0.0,0.0
30,-4_1,0.0,0.0
30,9_1,0.0,0.0
30,-0_2,0.0,0.0
30,-5_2,1.0,2621.081785600967
30,-8_0,0.0,0.0
30,3_2,0.0,5418.802013445122
30,-1_0,0.0,0.0
30,4_1,0.0,0.0
30,8_0,0.0,0.0
30,-8_1,0.0,0.0
30,-8_2,0.0,9348.597995724042
30,7_2,0.0,0.0
30,-1_1,0.0,0.0
30,-0_0,0.0,0.0
30,5_0,0.0,0.0
30,-6_0,0.0,0.0
30,-3_0,0.0,5679.177508549736
30,2_1,0.0,0.0
30,5_1,0.0,0.0
30,7_1,0.0,0.0
30,-2_0,0.0,0.0
30,5_2,0.0,0.0
30,7_0,0.0,0.0
30,-0_1,0.0,0.0
30,-7_1,0.0,0.0
30,-9_1,0.0,0.0
30,6_1,0.0,0.0
30,4_0,0.0,0.0
30,4_2,0.0,0.0
30,-9_2,0.0,0.0
30,2_0,0.0,0.0
30,-6_2,0.0,0.0
30,-2_1,0.0,0.0
30,-2_2,0.0,0.0
30,2_2,0.0,0.0
30,9_2,0.0,0.0
30,-7_2,0.0,0.0
30,6_0,0.0,0.0
30,-3_2,0.0,0.0
30,1_1,0.0,0.0
30,-4_2,0.0,6995.8896828259085
30,0_1,0.0,0.0
30,-1_2,0.0,0.0
30,1_2,0.0,0.0
30,6_2,0.0,0.0
30,-7_0,0.0,0.0
30,3_1,0.0,0.0
30,3_0,0.0,9013.595456669864
30,-5_0,0.0,0.0
30,-5_1,0.0,0.0
30,-9_0,0.0,1353.0330422888267
30,9_0,0.0,0.0
30,-3_1,0.0,0.0
30,0_2,0.0,0.0
30,-4_0,0.0,0.0
30,8_1,0.0,0.0
30,8_2,0.0,0.0
